SpeciesA,SpeciesB,Interaction,location,reference,notes,,,,,,,,,,,,,,,,
Saurauia roxburghii,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Bridelia insulana,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Viburnum cylindricum,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Schefflera heptaphylla,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Litsea monopetala,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Dendrocnide stimulans,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Rhus rhetsoides,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Symplococos cochinchinensis,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Slonea sigun,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Mastixia pentandra,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Cinnamomum camphora,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Adinandra integerrima,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Schefflera heptaphylla,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Litsea monopetala,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Dendrocnide stimulans,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Rhus rhetsoides,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Symplococos cochinchinensis,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Slonea sigun,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Mastixia pentandra,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Cinnamomum camphora,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Adinandra integerrima,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Bridelia insulana,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Viburnum cylindricum,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Schefflera heptaphylla,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Litsea monopetala,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Dendrocnide stimulans,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Symplococos cochinchinensis,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Slonea sigun,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Mastixia pentandra,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Cinnamomum camphora,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Schefflera heptaphylla,Pycnonotus flaviventris,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Litsea monopetala,Pycnonotus flaviventris,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Symplococos cochinchinensis,Pycnonotus flaviventris,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Slonea sigun,Pycnonotus flaviventris,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Schefflera heptaphylla,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Litsea monopetala,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Symplococos cochinchinensis,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Slonea sigun,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Adinandra integerrima,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Bridelia insulana,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Bridelia insulana,Pycnonotus flaviventris,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Schefflera heptaphylla,Chloropsis cochinchinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Symplococos cochinchinensis,Chloropsis cochinchinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Adinandra integerrima,Chloropsis cochinchinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Bridelia insulana,Chloropsis cochinchinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Schefflera heptaphylla,Macronus gularis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Viburnum cylindricum,Macronus gularis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Saurauia roxburghii,Dicaeum ignipectus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Rhus rhetsoides,Pycnonotus finlaysoni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Symplocos cochinensis,Pycnonotus finlaysoni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Saurauia roxburghii,Pycnonotus finlaysoni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Dendrocnide stimulans,Anthracoceros albirostris,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Mastixia pentandra,Anthracoceros albirostris,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Cinnamomum camphora,Anthracoceros albirostris,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Cinnamomum camphora,Aegithina lafresnayei,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Viburnum cylindricum,Aegithina lafresnayei,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Saurauia roxburghii,Dicaeum chrysorrheum,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Viburnum cylindricum,Anorrhinus austeni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Albizia gummifera,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-14",,,,,,,,,,,,,,,,
Anonidium mannii,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-15",,,,,,,,,,,,,,,,
Antrocaryon nannanii,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-16",,,,,,,,,,,,,,,,
Canarium schweinfurthii,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-17",,,,,,,,,,,,,,,,
Carpolobia glabrescens,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-18",,,,,,,,,,,,,,,,
Celtis brieyi,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-19",,,,,,,,,,,,,,,,
Chlorophora excelsa,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-20",,,,,,,,,,,,,,,,
Dacryodes edulis,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-21",,,,,,,,,,,,,,,,
Dialium polyanthum,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-22",,,,,,,,,,,,,,,,
Fagara inaequalis,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-23",,,,,,,,,,,,,,,,
Ficus densistipulata,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-24",,,,,,,,,,,,,,,,
Ficus natalensis,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-25",,,,,,,,,,,,,,,,
Ficus sur,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-26",,,,,,,,,,,,,,,,
Gambeya lacourtiana,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-27",,,,,,,,,,,,,,,,
Garcinia epunctata,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-28",,,,,,,,,,,,,,,,
Gilbertiodendron dewevrei,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-29",,,,,,,,,,,,,,,,
Grewia mildbraedii,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-30",,,,,,,,,,,,,,,,
Grossera multinervis,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-31",,,,,,,,,,,,,,,,
Klainedoxa gabonensis,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-32",,,,,,,,,,,,,,,,
Lebrunia bishaie,Gorilla gorilla,frugivory,"Itebero region, Democratic Republic of Congo",,"Yamahiwa, J. Mwanza, N. Yumoto, T. Maruhashi, T. 1994. Primates. 35(1). 1-33",,,,,,,,,,,,,,,,
