SpeciesA,SpeciesB,Interaction,location,reference,notes,,,,,,,,,,,,,,,,
Ilex chevalieri,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Dicaeum ignipectus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Pycnonotus finlaysoni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Oriental pied hornbill,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,great lora,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Pomatorhinus schisticeps,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Dicaeum chrysorrheum,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Psilopogon duvaucelii,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Zosterops everetti,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Erpornis zantholeuca ,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Pycnonotus atriceps,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Serilophus lunatus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,vernal hanging parrot,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Anorrhinus austeni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ilex chevalieri,Hypothymis azurea,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Psilopogon incognitus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Chloropsis cochinchinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Pomatorhinus schisticeps,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Pycnonotus atriceps,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Garrulax leucolophus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Serilophus lunatus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Coracina melaschistos,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Anorrhinus austeni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Treron curvirostra,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Macropygia unchall,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Harpactes oreskios,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Eurya nitida,Hypothymis azurea,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Psilopogon incognitus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Chloropsis cochinchinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Macronus gularis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Psilopogon duvaucelii,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Zosterops everetti,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Erpornis zantholeuca ,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Oriolus chinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Geokichla sibirica,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Pericrocotus cantonensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Serilophus lunatus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Coracina melaschistos,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Anorrhinus austeni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Treron curvirostra,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Macropygia unchall,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Harpactes oreskios,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Gironniera nervosa,Hypothymis azurea,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Moustached barbet,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Hemixos flavala,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Chloropsis cochinchinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Macronus gularis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Dicaeum ignipectus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Pycnonotus finlaysoni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Oriental pied hornbill,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Pomatorhinus schisticeps,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Dicaeum chrysorrheum,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Pycnonotus atriceps,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Garrulax leucolophus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Serilophus lunatus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Coracina melaschistos,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Aidia densifloila,Anorrhinus austeni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Psilopogon incognitus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Alophoixus pallidus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Psilopogon faiostrictus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Irena puella,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Chloropsis cochinchinensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Dicaeum ignipectus,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Pycnonotus finlaysoni,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Dicaeum chrysorrheum,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Psilopogon duvaucelii,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,mountain imperial pigeon,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Pericrocotus cantonensis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Loriculus vernalis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Treron curvirostra,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Buceros bicornis,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Gracula religiosa,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Ficus nervosa,Dicaeum agile,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Schefflera heptaphylla,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Litsea monopetala,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Dendrocnide stimulans,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Rhus rhetsoides,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Symplococos cochinchinensis,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Slonea sigun,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Mastixia pentandra,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Cinnamomum camphora,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
Adinandra integerrima,Iole propinqua,frugivory,"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",,,,,,,,,,,,,,,,
